soldDate,street,city,statezip,country,bathrooms,bedrooms,floors,sqft_above,sqft_basement,sqft_living,sqft_lot,view,waterfront,condition,yr_built,yr_renovated,price,price_ZScore,price_MinMax,price_log
20140710T000000,14206 119th Ave NE,Kirkland,WA 98034,USA,2.0,4,1.0,1560,0,1560,7500,0,0,4.0,1968,,439000,-0.315877021376,0.051685875868,12.992254692057308
20140710T000000,1718 32nd Ave,Seattle,WA 98122,USA,2.75,3,2.0,1700,520,2220,4000,0,0,3.0,1914,2000.0,800000,0.646664983049,0.103371751736,13.592367006650065
20140710T000000,9716 33rd Ave SW,Seattle,WA 98126,USA,1.0,2,1.0,670,0,670,6300,0,0,5.0,1942,,279000,-0.742488436079,0.0287780084473,12.538967060803502
20140710T000000,23884 140th Ln SE,Kent,WA 98042,USA,2.5,3,2.0,2110,0,2110,4038,0,0,4.0,1989,,355000,-0.539848014095,0.0396592454721,12.779873068457553
20140710T000000,3008 38th Ave SW,Seattle,WA 98126,USA,2.5,6,2.0,1760,880,2640,3680,0,0,5.0,1922,,880000,0.8599706904,0.114825685446,13.687677186454389
20140710T000000,746 Boylston Ave E,Seattle,WA 98102,USA,2.5,3,2.0,1280,140,1420,1438,0,0,3.0,2003,,670000,0.300043208602,0.0847591094567,13.415032991367148
20140710T000000,18759 SE 268th St,Covington,WA 98042,USA,1.0,3,1.0,920,0,920,4875,0,0,,1978,,152000,-1.0811112465,0.0105948886821,11.931635799828413
20140710T000000,Island Crest Way and SE 58th St SE 58th St,Mercer Island,WA 98040,USA,2.25,3,1.0,1810,0,1810,9845,0,0,,1959,1991.0,713400,0.415761554841,0.0909728684945,13.477797551906928
20140710T000000,23098 NE 130th St,Novelty,WA 98053,USA,2.0,2,1.0,1670,0,1670,4996,0,0,,2004,,554000,-0.00925006705755,0.0681509055766,13.224919965729422
20140710T000000,Fire Station 34 633,Seattle,WA 98112,USA,4.5,6,2.0,3580,1220,4800,9097,0,0,,2007,,1975000,3.77959255978,0.271601403107,14.496078956317358
20140710T000000,25932 184th Pl SE,Covington,WA 98042,USA,1.0,2,1.0,860,0,860,10400,0,0,,1983,,195000,-0.966459428798,0.0167513780514,12.180754837545884
20140710T000000,10630 31st Ave SW,Seattle,WA 98146,USA,2.0,2,1.0,970,0,970,9750,0,0,,1940,,303000,-0.678496723873,0.0322141885604,12.621488084491506
20140710T000000,5310 298th Ave NE,Stuart,WA 98014,USA,1.75,3,1.0,1640,0,1640,47044,0,0,,1989,,500000,-0.15323141952,0.0604195003221,13.122363377404328
20140710T000000,24311 SE 252nd Ave,Hobart,WA 98038,USA,2.0,3,1.0,2320,480,2800,185130,0,0,,1996,,540500,-0.0452454051731,0.066218054263,13.2002499160614
20140710T000000,Victory Outreach Church SW 108th St,White Center,WA 98146,USA,1.0,2,1.0,740,0,740,6250,0,0,,1942,,114975,-1.17983179418,0.00529386498676,11.652469992408125
20140710T000000,621 25th Ave E,Seattle,WA 98112,USA,3.5,4,2.0,1800,0,1800,6400,2,0,,1984,2011.0,958000,1.06794375507,0.125993270814,13.772603056952997
20140710T000000,1624 Shenandoah Dr E,Seattle,WA 98112,USA,3.0,4,2.0,3140,1320,4460,6833,0,0,,1955,2007.0,1910000,3.60628167255,0.262295081967,14.462613800022813
20140710T000000,6824 Phinney Ave N,Seattle,WA 98103,USA,1.0,4,1.0,1140,0,1140,5940,2,0,,1916,,569950,0.0332777583457,0.0704345336101,13.253303916664924
20140710T000000,6287 168th Pl SE,Bellevue,WA 98006,USA,4.25,6,2.0,4170,1550,5720,10213,0,0,,2004,,1325000,2.04648368754,0.17853819171,14.09692301740246
20140710T000000,1014 Lynnwood Ave NE,Renton,WA 98056,USA,1.5,3,1.0,1480,0,1480,6752,0,0,,1959,,307150,-0.667431490304,0.0328083613716,12.635091506592074
20140710T000000,19305 SE 57th Pl,Issaquah,WA 98027,USA,3.25,5,2.0,3860,370,4230,10260,0,0,,1996,,847700,0.773848511057,0.110201159711,13.650282078596497
20140710T000000,24511 SE 43rd Pl,Klahanie,WA 98029,USA,2.5,3,2.0,2060,0,2060,7184,0,0,,1987,,545000,-0.0332469591346,0.0668623380342,13.208541073645382
20140710T000000,14097 SE 49th Pl,Bellevue,WA 98006,USA,2.25,5,2.0,3480,0,3480,9200,0,0,,1979,,860000,0.806644263563,0.111962202019,13.664687668229691
20140710T000000,16805 Bothell Way NE,Lake Forest Park,WA 98155,USA,2.0,3,1.0,1180,700,1880,9659,0,0,,1951,,475000,-0.219889453067,0.0568401460377,13.071070083016778
20140710T000000,4137 49th Ave SW,Seattle,WA 98116,USA,1.75,4,1.0,1250,1030,2280,5959,0,0,,1947,,525000,-0.0865733859725,0.0639988546066,13.17115354157376
20140710T000000,SE 183rd St,Maple Heights-Lake Desire,WA 98058,USA,2.0,3,2.0,3020,90,3110,44967,0,0,,1999,,379900,-0.473456612682,0.0432242823395,12.847663339175718
20140710T000000,7525 16th Ave NW,Seattle,WA 98117,USA,1.0,2,1.0,840,0,840,3840,0,0,,1926,,445000,-0.299879093324,0.0525449208963,13.005829561148378
20140710T000000,22141 SE 250th St,Maple Valley,WA 98038,USA,2.0,3,2.0,1440,0,1440,5457,0,0,,1986,,250000,-0.819811754994,0.0246259574773,12.429216196844383
20140710T000000,14230 76th Pl NE,Kirkland,WA 98034,USA,2.0,4,1.0,860,860,1720,7210,0,0,,1971,,350000,-0.553179620804,0.0389433746152,12.765688433465597
20140710T000000,2225 33rd Ave S,Seattle,WA 98144,USA,1.5,4,2.0,2130,0,2130,5000,0,0,,1920,,749000,0.510682594612,0.0960698689956,13.526494262499357
20140710T000000,102 N 50th St,Seattle,WA 98103,USA,1.75,3,1.0,960,960,1920,4500,0,0,,1924,,675000,0.313374815312,0.0854749803136,13.422467969854667
20140710T000000,32801 35th Ave SW,Federal Way,WA 98023,USA,2.25,3,1.0,1130,500,1630,7900,0,0,,1973,,231500,-0.869138699819,0.0219772353068,12.352335152508426
20140710T000000,1127 31st Ave,Seattle,WA 98122,USA,2.25,4,2.0,1920,250,2170,4080,0,0,,1980,,655000,0.260048388474,0.082611496886,13.39239051461739
20140710T000000,5908 SW Charlestown St,Seattle,WA 98116,USA,1.0,2,1.0,740,0,740,4459,2,0,,1915,,295000,-0.699827294609,0.0310687951893,12.594730635321957
20140710T000000,8471 126th Pl SE,Newcastle,WA 98056,USA,2.5,4,2.0,2640,0,2640,25038,0,0,,1995,,657000,0.265381031158,0.0828978452287,13.395439297466748
20140710T000000,5363 S Kenyon St,Seattle,WA 98118,USA,2.75,4,2.0,3730,1740,5470,18200,4,0,,1992,,1612500,2.81305107334,0.219700765982,14.293296327652065
20140710T000000,7256 S Ryan St,Seattle,WA 98178,USA,1.75,4,1.0,1160,1160,2320,5490,3,0,,1956,,416100,-0.376935780105,0.0484071873434,12.938680894971032
20140710T000000,10299 14th Ave S,Burien,WA 98168,USA,1.0,3,1.0,1200,0,1200,9527,0,0,,1959,,150000,-1.08644388918,0.0103085403393,11.918390573078392
20140710T000000,5667 S 212th St,Kent,WA 98032,USA,1.0,2,1.0,960,0,960,21850,0,0,,1947,,242000,-0.841142325729,0.0234805641062,12.396693005138824
20140710T000000,154 Crockett St,Seattle,WA 98109,USA,2.5,3,2.0,1370,0,1370,1911,0,0,,1907,2011.0,797000,0.638666019023,0.102942229222,13.588609957772352
20140710T000000,13215 NE 138th Pl,Kirkland,WA 98034,USA,2.25,3,2.0,1420,0,1420,3433,0,0,,1981,,336500,-0.58917495892,0.0370105233016,12.72635342806692
20140710T000000,1881 27th Ln NE,Issaquah,WA 98027,USA,2.5,2,2.0,1500,0,1500,3608,0,0,,2005,,418000,-0.371869769555,0.048679218269,12.943236711506893
20140710T000000,334 NW 195th St,Shoreline,WA 98177,USA,2.5,5,1.0,1790,900,2690,11745,0,0,,1960,,469000,-0.235887381119,0.0559811010094,13.058358047428417
20140710T000000,11099 SE 269th St,Kent,WA 98030,USA,2.5,3,2.0,2340,0,2340,6837,0,0,,1992,,315000,-0.646500867771,0.0339322786169,12.66032791780777
20140710T000000,1833 5th Ave W,Seattle,WA 98119,USA,1.5,2,1.5,1340,0,1340,3600,0,0,,1903,,525000,-0.0865733859725,0.0639988546066,13.17115354157376
20140710T000000,1229 235th Ave NE,Sammamish,WA 98074,USA,2.5,4,2.0,2390,0,2390,5249,0,0,,2006,,675000,0.313374815312,0.0854749803136,13.422467969854667
20140710T000000,437 Grandey Way NE,Renton,WA 98056,USA,2.0,4,2.0,2350,330,2680,13680,2,0,,1943,1965.0,400000,-0.419863553709,0.0461020831842,12.89921982609012
20140710T000000,298 SW Edgewood Ct,Issaquah,WA 98027,USA,3.5,4,2.0,2400,910,3310,21050,0,0,,1992,,695000,0.36670124215,0.0883384637411,13.45166712454693
20140710T000000,5138 S Medley Ct,Seattle,WA 98118,USA,1.5,4,1.5,1080,200,1280,5460,0,0,,1920,,379000,-0.475856301889,0.0430954255852,12.845291484064564
20140710T000000,1012 W Armour St,Seattle,WA 98119,USA,1.5,3,1.0,1350,480,1830,4000,0,0,,1910,,740000,0.486685702535,0.0947813014532,13.514405465180353
20140710T000000,32826 2nd Ave SW,Federal Way,WA 98023,USA,1.75,3,1.0,1670,1470,3140,8571,0,0,,1985,,345000,-0.566511227514,0.0382275037583,12.751299696013497
20140710T000000,253 111th Ave SE,Bellevue,WA 98004,USA,1.75,3,1.0,1690,0,1690,8489,0,0,,1959,,725000,0.446690882407,0.0926336888825,13.493926933836812
20140710T000000,550 Windsor Pl NE,Renton,WA 98056,USA,1.0,3,1.0,1010,0,1010,8711,0,0,,1944,,250000,-0.819811754994,0.0246259574773,12.429216196844383
20140710T000000,98027; 98006 158th Pl SE,Bellevue,WA 98027; 98006,USA,2.5,4,1.0,1870,1000,2870,8995,0,0,,1968,,710000,0.406696062278,0.0904860763118,13.473020249017498
20140710T000000,9318 Beacon Ave S,Seattle,WA 98118,USA,2.5,4,2.0,1830,0,1830,3868,0,0,,2007,,275000,-0.753153721446,0.0282053117618,12.524526376648708
20140710T000000,Kirk Park NE Magnolia St,Issaquah,WA 98029,USA,2.5,3,2.0,1500,0,1500,2255,0,0,,2005,,348000,-0.558512263488,0.0386570262725,12.759957758756611
20140710T000000,1717 22nd Ave S,Seattle,WA 98144,USA,1.5,2,2.0,1100,220,1320,826,0,0,,2008,,342500,-0.573177030868,0.0378695683299,12.744026936684417
20140710T000000,19360 114th Pl SE,Kent,WA 98031,USA,2.5,4,2.0,1714,0,1714,3080,0,0,,2009,,307000,-0.667831438506,0.0327868852459,12.634603026569334
20140710T000000,35207 SE Brinkley St,Snoqualmie,WA 98065,USA,3.5,5,2.0,2580,760,3340,5000,0,0,,2012,,592000,0.0920701439345,0.0735915240891,13.291261913866142
20140710T000000,1479 50th St NE,Auburn,WA 98002,USA,2.5,3,2.0,1550,0,1550,3402,0,0,,2009,,273500,-0.757153203459,0.0279905505047,12.519056900844173
20140710T000000,1933 48th Ave SW,Seattle,WA 98116,USA,3.0,3,2.0,2850,610,3460,5353,0,0,,2007,,1250000,1.8465095869,0.167800128857,14.038654109278484
20140710T000000,198 2nd Pl SW,Pacific,WA 98047,USA,2.5,4,2.0,1889,0,1889,6000,0,0,,2012,,277950,-0.745288073488,0.0286276755673,12.535196520381616
20140710T000000,12412 NE 80th Way,Kirkland,WA 98033,USA,2.5,5,1.0,1610,1390,3000,7912,0,0,,2007,,770000,0.566675342792,0.0990765265946,13.554145793829866
20140710T000000,558 NE 5th Pl,East Renton Highlands,WA 98059,USA,3.25,5,2.0,2370,480,2850,4551,0,0,,2006,,535000,-0.0599101725536,0.0654305963204,13.190022025878143
20140710T000000,12028 NE 70th St,Kirkland,WA 98033,USA,3.0,5,2.0,2960,0,2960,15152,0,0,,2004,,875000,0.846639083691,0.114109814589,13.681979165339751
20140711T000000,290th Ave SE,Hobart,WA 98038,USA,1.75,3,1.0,1210,600,1810,41800,0,0,,1980,,314000,-0.649167189113,0.0337891044456,12.65714826489039
20140711T000000,4029 Letitia Ave S,Seattle,WA 98118,USA,2.5,3,2.0,1080,530,1610,2527,2,0,,2005,,460000,-0.259884273196,0.054692533467,13.038981768465277
20140711T000000,Saddleback Trail Egate,Bellevue,WA 98006,USA,3.5,6,2.0,3860,1000,4860,11793,0,0,,1998,,1067000,1.35857278133,0.141599255494,13.88036153028389
20140711T000000,10310 Greenwood Ave N,Seattle,WA 98133,USA,1.0,4,1.0,1090,670,1760,7216,0,0,,1947,,429950,-0.34000722952,0.050390149617,12.971424201839042
20140711T000000,23479 SE 52nd St,Issaquah,WA 98029,USA,4.5,5,2.0,4300,0,4300,12250,0,0,,2004,,975000,1.11327121788,0.128427231727,13.790192749979985
20140711T000000,132 210th Ave NE,Sammamish,WA 98074,USA,3.0,3,2.0,2440,0,2440,15540,0,0,,1992,,483000,-0.198558882332,0.0579855394087,13.087771932634709
20140711T000000,522 SW 136th St,Burien,WA 98166,USA,1.0,2,1.0,1030,0,1030,8786,0,0,,1956,,250000,-0.819811754994,0.0246259574773,12.429216196844383
20140711T000000,3331 SE 17th St,Renton,WA 98058,USA,2.25,3,1.0,1290,800,2090,10120,0,0,,1979,,339000,-0.582509155565,0.03736845873,12.733755386362587
20140711T000000,2017 B NW 59th St,Seattle,WA 98107,USA,2.5,2,3.0,1140,0,1140,1181,0,0,,2007,,467000,-0.241220023802,0.0556947526666,13.054084536651034
20140711T000000,1488 NE Daphne St,Issaquah,WA 98029,USA,2.5,5,2.0,2900,0,2900,5901,0,0,,2006,,808900,0.670395242992,0.104646001861,13.603430579006044
20140711T000000,1382 SW 160th St,Burien,WA 98166,USA,2.0,3,1.0,930,930,1860,7400,0,0,,1922,2004.0,385000,-0.459858373838,0.0439544706135,12.86099861326992
20140711T000000,29298 54th Pl S,Lakeland North,WA 98001,USA,2.5,3,2.0,1600,0,1600,9830,0,0,,1993,,299950,-0.686629003966,0.0317775073377,12.611371073081239
20140711T000000,3465 Shattuck Ave S,Renton,WA 98055,USA,1.5,3,1.0,1820,0,1820,8585,0,0,,1962,,205000,-0.939796215379,0.0181831197652,12.230765258120545
20140711T000000,10416 11th Ave NE,Seattle,WA 98125,USA,1.5,5,1.0,1280,960,2240,6337,0,0,,1956,,534950,-0.0600434886207,0.0654234376119,13.189928563566752
20140711T000000,1963 178th Ave NE,Redmond,WA 98008,USA,2.0,4,1.0,1790,0,1790,7800,0,0,,1972,,570000,0.0334110744128,0.0704416923187,13.253391639810733
20140711T000000,I S 234th St,Des Moines,WA 98198,USA,2.0,3,1.0,880,800,1680,19978,0,0,,1948,,258000,-0.798481184259,0.0257713508483,12.460714863903755
20140711T000000,5286 Forest Dr SE,Bellevue,WA 98006,USA,2.25,3,2.0,1790,0,1790,9580,0,0,,1984,,578000,0.054741645148,0.0715870856897,13.267329147654515
20140711T000000,5858 176th Pl SE,Bellevue,WA 98006,USA,3.5,4,2.0,3420,990,4410,12426,2,0,,1996,,1500000,2.51308992238,0.203593671702,14.22097566607244
20140711T000000,1226 111th Ave NE,Bellevue,WA 98004,USA,1.0,3,1.0,1060,0,1060,9123,0,0,,1952,,641200,0.223253153956,0.0806356933209,13.371096699717535
20140711T000000,23831 SE 248th Pl,Maple Valley,WA 98038,USA,2.5,4,2.0,1920,0,1920,4600,0,0,,2002,,329950,-0.606639363709,0.0360727324791,12.706696406811568
20140711T000000,2113 N 53rd St,Seattle,WA 98103,USA,1.5,3,1.0,910,320,1230,3060,0,0,,1927,,625000,0.180058748217,0.0783162717446,13.345506928718539
20140711T000000,38706 251st Pl SE,Krain,WA 98022,USA,1.75,3,1.0,1660,0,1660,37642,0,0,,1991,,315000,-0.646500867771,0.0339322786169,12.66032791780777
20140711T000000,14398 NE 76th St,Redmond,WA 98052,USA,1.5,3,1.0,1220,340,1560,9350,0,0,,1969,,525000,-0.0865733859725,0.0639988546066,13.17115354157376
20140711T000000,240 K St SE,Auburn,WA 98002,USA,1.0,2,1.0,810,0,810,6697,0,0,,1923,,194900,-0.966726060932,0.0167370606343,12.180241885495652
20140711T000000,25729 SE 39th St,Klahanie,WA 98029,USA,2.5,4,2.0,2090,0,2090,6906,0,0,,1992,,601000,0.116067036012,0.0748800916315,13.306350213517344
20140711T000000,814 NE 115th St,Seattle,WA 98125,USA,1.75,3,1.0,1200,440,1640,4860,0,0,,1965,,369950,-0.499986510033,0.0417996993342,12.821123140353697
20140711T000000,16800 NE 31st St,Bellevue,WA 98008,USA,2.25,4,2.0,3220,0,3220,8436,0,0,,1968,,800000,0.646664983049,0.103371751736,13.592367006650065
20140711T000000,10330 11th Ave NW,Seattle,WA 98177,USA,1.75,4,1.0,1070,1070,2140,7102,0,0,,1948,,565000,0.0200794677033,0.0697258214618,13.244581010128577
20140711T000000,3203 S Othello St,Seattle,WA 98118,USA,1.0,3,1.0,920,0,920,4429,0,0,,1952,,250000,-0.819811754994,0.0246259574773,12.429216196844383
20140711T000000,1900 SW 98th St,Highland Park,WA 98106,USA,1.0,2,1.0,640,0,640,7768,0,0,,1942,,165000,-1.04644906905,0.01245615291,12.013700752882718
20140711T000000,911 N 105th St,Seattle,WA 98133,USA,1.0,2,1.0,840,0,840,3844,0,0,,1919,,290000,-0.713158901318,0.0303529243325,12.577636201962656
20140711T000000,21241 SE 280th Pl,Maple Valley,WA 98038,USA,2.5,3,2.0,1690,0,1690,7165,0,0,,1992,,270000,-0.766485328156,0.0274894409049,12.506177237980511
20140711T000000,46619 S E Mt Si Rd,Tanner,WA 98045,USA,2.25,5,2.0,3320,0,3320,60984,0,0,,2000,,665000,0.286711601893,0.0840432385998,13.407542319637992
20140711T000000,29225 51st Ave S,Lakeland North,WA 98001,USA,2.25,4,1.0,1790,770,2560,8927,0,0,,1976,,303000,-0.678496723873,0.0322141885604,12.621488084491506
20140711T000000,16299 SE 137th Pl,East Renton Highlands,WA 98059,USA,2.75,4,1.0,1290,910,2200,16288,0,0,,1980,,475000,-0.219889453067,0.0568401460377,13.071070083016778
20140711T000000,27516 SE 29th Ct,Klahanie,WA 98075,USA,3.5,4,2.0,3560,0,3560,6098,0,0,,2006,,790000,0.62000176963,0.101940010022,13.579788224443204
20140711T000000,36517 32nd Ave S,Lakeland South,WA 98001,USA,2.5,4,2.0,2650,0,2650,10459,0,0,,1989,,350000,-0.553179620804,0.0389433746152,12.765688433465597
20140711T000000,13900 SE 239th St,Kent,WA 98042,USA,2.5,4,2.0,2490,0,2490,5812,0,0,,2000,,344200,-0.568644284587,0.0381129644212,12.748978162759576
20140711T000000,20698 NE 28th Ct,Sammamish,WA 98074,USA,3.5,3,2.0,3190,0,3190,6776,0,0,,1998,,780000,0.593338556211,0.100508268308,13.567049198665774
20140711T000000,21436 SE 276th St,Maple Valley,WA 98038,USA,2.5,3,2.0,1650,0,1650,4725,0,0,,2011,,299000,-0.689162009241,0.0316414918749,12.608198852372823
20140711T000000,9010 NE 26th St,Clyde Hill,WA 98004,USA,2.75,8,1.0,2020,2020,4040,20666,0,0,,1962,,1650000,2.91303812366,0.225069797409,14.316285845876763
20140711T000000,13402 SW Reddings Beach Rd,Vashon,WA 98070,USA,1.75,3,1.0,1640,0,1640,53400,0,0,,1966,,319000,-0.635835582403,0.0345049753025,12.672946381766982
20140711T000000,13646 SE 171st Pl,Fairwood,WA 98058,USA,1.75,3,1.0,1220,0,1220,7004,0,0,,1966,,289900,-0.713425533452,0.0303386069153,12.577291314909747
20140711T000000,13335 119th Ave NE,Kirkland,WA 98034,USA,1.5,3,1.0,1600,0,1600,7500,0,0,,1966,,405000,-0.406531947,0.0468179540411,12.911642346088676
20140711T000000,13668 174th Ave NE,Cottage Lake,WA 98052,USA,1.75,3,1.0,1450,0,1450,6829,0,0,,1983,,440000,-0.313210700034,0.0518290500394,12.994530005894443
20140711T000000,98027; 98006 158th Pl SE,Bellevue,WA 98027; 98006,USA,2.5,5,1.0,1590,1190,2780,12335,0,0,,1968,,582000,0.0654069305155,0.0721597823753,13.274225726713574
20140711T000000,5225 S 329th Pl,Lakeland North,WA 98001,USA,1.75,3,1.0,1140,0,1140,9800,0,0,,1968,,206000,-0.937129894037,0.0183262939366,12.235631447771718
20140711T000000,12515 3rd Ave NW,Seattle,WA 98177,USA,1.75,4,1.0,1620,820,2440,8100,0,0,,1960,,575000,0.0467426811223,0.0711575631756,13.262125319779487
20140711T000000,6350 34th Ave SW,Seattle,WA 98126,USA,1.0,3,1.0,1170,0,1170,1105,0,0,,1965,,370000,-0.499853193966,0.0418068580428,12.821258284620408
20140711T000000,12120 107th Ave NE,Kirkland,WA 98034,USA,2.25,4,1.0,1430,700,2130,8640,0,0,,1969,,530000,-0.073241779263,0.0647147254635,13.180632285528304
20140711T000000,32249 24th Ave SW,Federal Way,WA 98023,USA,2.5,3,1.0,1570,780,2350,9051,0,0,,1966,,235000,-0.859806575122,0.0224783449066,12.367340793126296
20140711T000000,4525 33rd Ave S,Seattle,WA 98118,USA,2.5,3,1.0,1010,1010,2020,3000,0,0,,1910,,400000,-0.419863553709,0.0461020831842,12.89921982609012
20140711T000000,11110 NE 162nd St,Oskams Corner,WA 98011,USA,2.5,4,2.0,2090,0,2090,4196,0,0,,2006,,489900,-0.180161265073,0.0589734411912,13.101956567626667
20140711T000000,4411 S 280th St,Lakeland North,WA 98001,USA,1.75,3,1.0,1440,0,1440,11325,0,0,,1966,,246000,-0.830477040361,0.0240532607918,12.4130868149145
20140711T000000,8111 NE 122nd Pl,Kirkland,WA 98034,USA,3.0,4,1.0,1470,1060,2530,5625,0,0,,1976,,625000,0.180058748217,0.0783162717446,13.345506928718539
20140711T000000,2601 SW 351st Pl,Federal Way,WA 98023,USA,1.5,3,1.0,1000,480,1480,7000,0,0,,1980,,160000,-1.05978067576,0.0117402820531,11.982929094215963
20140711T000000,13947 233rd Way SE,Mirrormont,WA 98027,USA,1.0,2,1.0,1470,0,1470,81021,0,0,,1949,,380000,-0.473189980547,0.0432385997566,12.84792653170257
20140711T000000,24827 SE Tiger Mtain Rd,Mirrormont,WA 98027,USA,2.5,4,1.0,1230,1000,2230,64438,0,0,,1978,,464950,-0.246685982553,0.0554012456153,13.049685151906344
20140711T000000,3238 170th Ave NE,Bellevue,WA 98008,USA,2.25,3,1.0,1220,680,1900,7225,0,0,,1970,,440000,-0.313210700034,0.0518290500394,12.994530005894443
20140711T000000,230 156th Ave SE,Bellevue,WA 98007,USA,1.75,4,1.0,1130,300,1430,10500,0,0,,1960,,412000,-0.387867697607,0.0478201732407,12.928778628331663
20140711T000000,12253 11th Ave NW,Seattle,WA 98177,USA,1.5,3,1.0,1320,0,1320,8100,0,0,,1951,,500000,-0.15323141952,0.0604195003221,13.122363377404328
20140711T000000,9022 NE 127th Pl,Kirkland,WA 98034,USA,2.5,3,2.0,3190,0,3190,6899,0,0,,2014,,814842,0.686238524405,0.105496742788,13.61074950839807
20140711T000000,988 S 248th St,Des Moines,WA 98198,USA,1.0,2,1.0,950,0,950,2784,0,0,,1972,,162950,-1.05191502781,0.0121626458587,12.001198684265708
20140711T000000,1701 SE 19th St,Bellevue,WA 98005,USA,1.75,3,1.5,2050,0,2050,11041,0,0,,1959,,745000,0.500017309245,0.0954971723101,13.521139497361697
